comment_id,reply_text,intent,offensiveness,confidence,method
10068,面对冒犯和偏见我是没啥办法，只能在心里默默的鄙视对方了[脱单doge],1,0,0.95,Batch_Inference_DPLD
48427,叠个甲，solo 时期是真的拽姐+女明星，现在，不敢苟同……香港那一场我偶然刷到她在嗯……反正当时我只觉得像卖的，根本不像女明星。内娱那群流量小花虽然摆吧但人家好歹看着清秀 85 花除了溜溜梅好歹都挺大气的。[微笑],1,0,0.95,Batch_Inference_DPLD
12205,回复 @崩杯星宆铁道 :有[doge]，论战正常人基本不论战[笑哭]（真的，沉迷于自创无法自拔，根本不喜欢量级论）,0,0,0.95,Batch_Inference_DPLD
32865,回复 @Silver弹丸 :刚看了  真笑薯了[doge],0,0,0.95,Batch_Inference_DPLD
37233,披萨：早知道烂烤炉里了[脱单doge],1,0,0.95,Batch_Inference_DPLD
29442,打工人就是太卷了[doge]工资低活又累干的起劲,0,0,0.95,Batch_Inference_DPLD
37729,恋爱脑本脑[doge],1,0,0.95,Batch_Inference_DPLD
32684,回复 @奥尔菲斯在地狱 :性别无关紧要。但是如果你真想了解的话，你看我主页就知道我是个女的。其实如果我精神状态很好的话，我看的时候也是挺可爱的。关键是我精神状态不好，我现在很混乱，导致我看了就是挺讨厌的。看啥就挺讨厌，烦。[微笑],1,0,0.95,Batch_Inference_DPLD
210,我想向你分享一下我的观看感受。你的受访者都很有趣，几乎每个人都比较明确自己要表达什么，都有自己的较为明确的思考方式和个人意志，这说明你在选取对象的时候花了心思做了功课，非常棒，感谢你！其中，我更喜欢对世界和自我有较为体系化认识的受访者，比如夏鹏、喻颖正、范卫锋，虽然他们犀利，看起来“傲慢”，但是他们思想框架真的很强大，身边人和事都能进这套体系里过一遍，帮我输出有效的答案。我看夏鹏这期播放数据挺好，个人认为是越来越多人愿意接受真实，变得坚强武装自己。就祝你能接触到更多大佬，带给你新的思考与认识，也让我们能有幸看到更棒的视频！再次感谢你！！[脱单doge],0,0,0.95,Batch_Inference_DPLD
45986,类似还有家庭言录。比如父母生多胎就是不托举你……,1,0,0.95,Batch_Inference_DPLD
22863,回复 @巡林员木头 :血债血偿，游戏角色杀人就是最大的污点，永远不好洗。只要攥住这点，散步就必须立即处死，而不是通过撞世界树这样的魔幻方式硬洗。剧情本就应该以处死散步为结局，后面就不应该有洗白剧情[滑稽],1,0,0.95,Batch_Inference_DPLD
14237,"一款游戏：
1.0备受好评，重新塑造了这一游戏类型
2.0进入巅峰，热度爆炸，人气角色嘎嘎出
3.0产能扩张，但出力不讨好，口碑逐渐跌落
4.0前期回光返照，后期节奏增多，末尾拉了坨大的
5.0稳健运营，口碑逐渐恢复
6.0站上新高度
星穹铁道到哪一步了？[doge]",0,0,0.9,Batch_Inference_DPLD
48192,回复 @拉姆没有角没有如果 :花钱去看她的带风的下台[微笑],1,0,0.95,Batch_Inference_DPLD
22948,"20年入坑玩家表示 往日种种 历历在目啊 感谢up带着回顾了这些酸甜苦辣 我是枫丹后期开始淡坑 社区的乌烟瘴气 一旦看过了 很难完全不受其影响 感觉那段时间自己没法纯粹地享受原神 但游戏并没删 有空偶尔清个日常 主线更新了就去看录屏 整个纳塔大版本基本是这么过来的 在空月之歌的前瞻中 看到了制作组的热诚 后面玩原神的时间才增回来 主线剧情也不再看录屏了  亲身去体会 找回那种沉浸的快乐
对月之四的展开也是相当期待 已经严肃休假 版本更新就要玩上！",0,0,0.95,Batch_Inference_DPLD
19000,[doge_金箍],1,0,0.95,Batch_Inference_DPLD
5220,别的不说，之前某个中暑很少的糊团对中国粉丝比较上心，就有路人说“真心对待但是在中国不火好可惜之类的”，火团粉丝马上跑到帖子下面说“她们心里又不是这么想的，都是装的”或者造谣她们rh……大部分红人粉根本不在意什么塌房，只在意她们爱豆火不火，有什么成绩罢了，相反糊团塌房就能被骂到解散，同样是一位争议买放送分，几个火团的事情大家早就忘了，某几个糊团解散了还被追着骂,1,0,0.95,Batch_Inference_DPLD
43255,楼主有什么功能性[doge],1,0,0.95,Batch_Inference_DPLD
25924,不知你是否听说过……有些脑裂的家伙因为能同时处理多份东西而完全不受影响，而当其中一份拥有自动提取关键字即对关键字听的更清楚的能力……,1,0,0.95,Batch_Inference_DPLD
12925,想玩了就买个号回坑，玩一阵腻了出掉，分币不充，甚至能赚点儿[妙啊][妙啊],1,0,0.95,Batch_Inference_DPLD
12082,实际上只有赢这个词[tv_皱眉],1,0,0.95,Batch_Inference_DPLD
17585,你该明白的不是原神有哪些吸引人的点，而是该明白不是所有人的喜好都要跟你一样。。。人是有差异的，你不喜欢的东西总有人喜欢，你喜欢的也总有人不喜欢。,0,0,0.95,Batch_Inference_DPLD
25184,当你经常偷偷半夜玩手机这种微乎其微的打乱，是不会影响判断的，长年累积的信息量会自动还原，本来该有的样子[doge_金箍],0,0,0.95,Batch_Inference_DPLD
33041,"完全不了解娱乐圈，但去年听混kpop的同学说她不是塌房了吗……闹的还挺大，现在风评……变化好大捏
合理怀疑穿越到平行时空→_→",0,0,0.95,Batch_Inference_DPLD
11466,"论战本身其实挺有意思的 通过作品的设定和细节计算角色的战力 有助于发掘一些被忽略的创作者巧思或是给一些一些战力上不合逻辑的地方造梗
当然这一切都要建立在论战是有规则 无立场的情况下",0,0,0.95,Batch_Inference_DPLD
32555,回复 @美丽少女super雪 : 你自己看看楼上怎么说的，你们粉丝洗白话术能不能统一一下啊？,0,0,0.95,Batch_Inference_DPLD
41603,就视频里那个木匠家庭，但凡他愿意跟他爸爸好好学这门手艺，活得也不会太差，既然暂时找不到工作，为什么不能跟着他爸爸后面先好好学呢，不能总是抱怨，还看不上他爸爸的工作。。。。。学一门手艺是一门，如果后面找到好工作可以再换，多门手艺多条路,0,0,0.95,Batch_Inference_DPLD
33999,越看越可爱[微笑],0,0,0.95,Batch_Inference_DPLD
35884,受不了了。。。但凡少做一个动作都不会这么油。。,1,0,0.95,Batch_Inference_DPLD
21161,回复 @浩拉 :……好了，知道你没玩过空月之歌了，就从你说这打戏还有吗就看出来了，你了解原神的途径，我猜猜看是社区对吧[笑哭],1,0,0.95,Batch_Inference_DPLD
48644,差别太大了，一会直角肩但是那个剧不像是身弱嗷，别胡搞什么[脱单doge],1,0,0.95,Batch_Inference_DPLD
46955,[doge_金箍]这个模板放我老爹身上也适用，莫名其妙发个脾气，然后还要我给他台阶下，最后来一句，我是你爹。,1,0,0.95,Batch_Inference_DPLD
14057,[笑哭]最近没啥节奏是因为黑潮那边不发钱了，up别忘记4.8的时候是谁在开服，那会b站真的跟战场一样,1,0,0.95,Batch_Inference_DPLD
9504,最是无情帝王家，，原来我搞混了,1,0,0.95,Batch_Inference_DPLD
40329,回复 @看啥啥限流 :C语言必须，根据你之后想做什么确定学什么语言，游戏就c# lua或者c++，企业应用就java，，语言里调一个往死学就行了。你之后毕业能不能找到工作跟你学习好不好都没有关系，现在一般本科和大专的教学水平已经和职场差了二三十年了，重点在于寒暑假你能不能找个对应的班上，三年你能凑够一年工作经验，毕业找个班上一点问题没有，不够一年甚至压根在大一大二寒暑假找不到，那恭喜你，毕业后直接和985211竞争同一个坑，一点不夸张，我在北京的时候周围一圈都是211或者985。你能用寒暑假混够一年经验，就比他们强。我不是吹牛逼，我在北京的时候认识一个北工大的，四年写了三年游戏代码，没毕业天美,0,0,0.95,Batch_Inference_DPLD
14179,然而说了这么多也没用 你批评就是水军 你夸奖就是米孝子[滑稽]你说他好其他游戏的玩家会说你是米孝子，你说原神哪里不行 没有其他游戏哪哪做的好你就会被原神玩家说是云是水军[滑稽]当乐子看就行了,1,0,0.95,Batch_Inference_DPLD
18476,回复 @惣流--明日香 :我是真没搞懂怎么个带不动法，你不会要跟我说手机不能上光追吧。。。,0,0,0.95,Batch_Inference_DPLD
4689,回复 @三克死 :丑套是真的。。,1,0,0.95,Batch_Inference_DPLD
36408,救……esfp不这样的好吗，我们是表演者不是戏精,1,0,0.95,Batch_Inference_DPLD
18776,下次还要什么，像隔壁宝箱直接放一块？那要不直接发邮箱不是更好，也劳烦到处放宝箱了。那干脆突破材料也取消了，顺便我看那个打本也很麻烦，干脆打赢过的本都一键树脂兑换算了，那每日也自动完成了。欸每天上线换树脂领每日也太麻烦了，重复点点点真的有意思吗，直接优化成树脂有20就自动换算了，每天每日自动完成领取更好了。OK到现在，你只需要十多天上一次游戏，来改一下自动兑换的对象了。欸，还是不方便，那直接设置自动培养角色不好吗，选定指定角色列表，按时间自动兑换树脂自动升级培养不是更好[星星眼]。哎呀真棒，现在一个月上线一次游戏都够多了，反正全自动完成。麻呀，这游戏真好设计，做成挂机游戏了。,1,0,0.95,Batch_Inference_DPLD
48950,回复 @小圆不很圆 :你破什么防，楼主说了什么吗[doge],1,0,0.95,Batch_Inference_DPLD
33916,[脱单doge]确实让我心动了,0,0,0.95,Batch_Inference_DPLD
47256,回复 @TTccccc啊 : “作为一个女孩子非得想要独立干嘛”这句话他能说出来你还敢和他结婚吗，这么雷的话，这一句话都已经可以拒绝十万次了吧，这不完全意思就是让你去给他们家当奴隶当消耗品在家老实待着伺候他吗。。。。。。彩礼肯定也是你的啊，他完全就是想吞了你的彩礼，从来没听过男方保管彩礼的话，就好像强盗跟你说你家财产我给你保管一样，谁信啊,1,1,0.95,Batch_Inference_DPLD
111,[大哭]我就是那个在职场中内卷+内耗了快10年的人，之前的工作除了加班就是在解决情绪问题，有时候晚上加班到12点连续48小时没法闭眼睡觉，身体累了睡不着精神也很崩溃。。由于小的时候穷怕了，之前生病了都不敢辞职。,0,0,0.95,Batch_Inference_DPLD
31812,虽然确实表情非常油腻，但是看得出来是美女[脱单doge]底下还关联到了跳舞直拍，腿很长，比例超好，喜欢。,0,0,0.95,Batch_Inference_DPLD
40972,画了一个金字塔，反向算比例 [doge],1,0,0.95,Batch_Inference_DPLD
34834,真的改改表情管理吧，我看矮丸事情也没这么严重啊，咋就这样了[无语],1,0,0.95,Batch_Inference_DPLD
29590,不是，我给老板工作他发我薪水，就这么简单，为什么我为了得到本就应该得到的，要付出更多的？不是说不尊重老板和领导，只是没有必要，做交易讲什么人情？[微笑],1,0,0.95,Batch_Inference_DPLD
27685,繁簡英混用也行，但再後兩個明顯接受不了[doge],1,0,0.95,Batch_Inference_DPLD
44749,回复 @噜噜不喝奶茶 :女权……唉！哎呀妈呀，估计网线后面都是中学生吧，我都快要反思自己了,1,0,0.95,Batch_Inference_DPLD
4435,这么一看，jyp在黑料面前先立马道歉……出啥事就是先道歉，我觉得嘛，专辑是自己喜欢就去买，自己想买多少买多少，不要为了所谓的中输去一下子买一堆一堆的专辑然后不断教唆别人也要买很多，除非是真的对中饭好的，要不然只会让他们觉得自己捧得很高，爱豆是为我们服务的本质上，别为了爱豆去一股脑干嘛干嘛，要有自己的判断啊，而且要坚信国家＞一切，你能快快乐乐的追星前提就是国家给了一个相对好的平台（别跟我杠）,0,0,0.95,Batch_Inference_DPLD
39289,"很多人动不动就说什么不会就去学，行，去学。那学的这些日子里，你的开销谁给你支出？

曾经的什么自媒体呀，直播呀以及其他的一些所谓技术，现在学了有什么意义？年龄你摆在那儿，学历你摆在那儿。

就跟所谓之前的这个写作似的。

当大家都写小说，大家都做AI短故事，大家都做AI短剧，大家都做AI动画，那我想请问你还能挣几个钱？

不是没做过这些东西，而是搞过很多。

做过up主，写过小说，今日头条上也写过一些东西，可结果呢？",0,0,0.95,Batch_Inference_DPLD
5305,炒起来的吧哈哈哈，我喜欢收集专辑，主要觉得碟片好看，想到时做个碟片墙[脱单doge],0,0,0.95,Batch_Inference_DPLD
9745,回复 @萬獸無韁 :谢谢指正[脱单doge],0,0,0.95,Batch_Inference_DPLD
14654,凑合玩[doge_金箍],1,0,0.95,Batch_Inference_DPLD
3672,一年后……祝你们幸福吧我只能说,1,0,0.95,Batch_Inference_DPLD
44317,有谁能分析一下，为什么现在的古言网文那么热衷塑造丫鬟爬床、勾引少爷主子的情节，我看真实的古代历史上也没有多少这样的案例呀，把封建社会男人们一个个塑造的像纯情大男孩。[无语],1,0,0.95,Batch_Inference_DPLD
385,[doge_金箍]我从来不听大v讲人生，都是废话,0,0,0.95,Batch_Inference_DPLD
45154,已严肃出警，，，,0,0,0.95,Batch_Inference_DPLD
540,感觉主播对夏有些言论已经无语了，所以才说‘你这么聪明’，‘这么强’，等等类似的场面话,1,0,0.95,Batch_Inference_DPLD
7057,回复 @萌虎梦狼 :描述军国主义的行为又不是夹带军国主义私货，那你这么说所有反法西斯主义作品都是夹带军国主义私货的作品了。还有这部作品是怎么让你认为这些行为是对的了？？你要是这么觉得了话那才是作者真夹带私货了，显然正常人都不会觉得马来人这些行为是正确的，你还要说它夹带私货，这不纯纯搞笑呢,0,0,0.95,Batch_Inference_DPLD
29880,一天到晚想着00后为什么不好好工作，为什么总是罢工离职，是啊，为什么，你想想到底为什么，他们为什么会这样，[doge]我想你们很清楚，只不过你们装傻充愣而已,1,0,0.95,Batch_Inference_DPLD
49428,别怕，25年了新歌八环开外[doge_金箍][doge_金箍]已经在糊了83女孩,1,0,0.95,Batch_Inference_DPLD
21853,回复 @藤林杏好き :47052号说得对啊[脱单doge],0,0,0.95,Batch_Inference_DPLD
37837,……这个介绍的全面。,1,0,0.95,Batch_Inference_DPLD
44662,回复 @你大声点儿我听不见 :按照那些小说里的丫鬟生存条件，大概率像嘉靖一样睡觉时被掐死[妙啊],1,0,0.95,Batch_Inference_DPLD
48451,接剧这件事有人证实说是自己决定接的，而且是她本人看过剧本了[doge],0,0,0.95,Batch_Inference_DPLD
19569,但是玩家流失是每一个游戏都会发生的事，有人会因为腻了不想玩了退坑，也有人会因为三次元的生活问题而退坑，玩家流失在很多时候不是游戏的品质问题[来古-注意],0,0,0.95,Batch_Inference_DPLD
27103,没事儿，能看懂[doge],0,0,0.95,Batch_Inference_DPLD
24076,后面认内容真的废脑子。。。。,0,0,0.95,Batch_Inference_DPLD
700,[doge_金箍]工资永远不是贫富分化的原因，资产才是,0,0,0.95,Batch_Inference_DPLD
42312,回复 @带胶布萌大乃 :不能通过读书/学习来学会能力，就只能通过实践来学习能力了。[doge],0,0,0.95,Batch_Inference_DPLD
43537,干文员去吧。。也不是很看经验。也不是很累[笑哭],1,0,0.95,Batch_Inference_DPLD
21463,所以up才说巅峰是2.4开始的啊，2.4之后的剧情真就没有烂的了[笑哭]，2.4之后的2个间章1个旅人章2个传说和2.4之前的稻妻主线不是一个级别的，不知道怎么搞的,1,0,0.95,Batch_Inference_DPLD
31765,回复 @惠元礼物 :嗯……很符合我对饭圈的印象，加油，再接再厉[2024],1,0,0.95,Batch_Inference_DPLD
45855,男女都有[doge],0,0,0.95,Batch_Inference_DPLD
1892,好震撼……这期真的每一句都是金句,0,0,0.95,Batch_Inference_DPLD
13810,回复 @方方炸了鸭 :一键换装我支持，我每次反馈都有提交确实无语，但是幻想真境剧诗是我最喜欢的模式，我可以把喜欢的四星拉出来上场战斗了，比如凝光，坎蒂丝，所以我真不喜欢为啥喷剧诗，真的好玩啊，不然我养那么多角色到底是为啥？不就是为了上场战斗么？,0,0,0.95,Batch_Inference_DPLD
35382,回复 @萧颜易辞- :12月21日了做出来了吗[doge]丫头（超绝气泡音，啵啵啵啵啵咕嘟）,0,0,0.95,Batch_Inference_DPLD
36841,这波英子在大气层[tv_doge],1,0,0.95,Batch_Inference_DPLD
39700,只能说大环境越来越差了，10 年前吧，我垃圾大专专业和计算机没半毛钱关系，都有好几家公司招我进去写代码，现在我们公司面了十几个，录用了三个 211 的工资都是 8000， 等三个月试用期结束还只能留一个。而且现在写代码都用 ai 写了，以后行业只会越来越卷，还是建议应届生选择其他就业方向吧。。,0,0,0.95,Batch_Inference_DPLD
1459,我和你几乎一样[微笑],1,0,0.95,Batch_Inference_DPLD
28198,是因为00后学过法律[微笑],1,0,0.95,Batch_Inference_DPLD
32910,但是zyy真的很漂亮啊,0,0,0.95,Batch_Inference_DPLD
29577,真正的聪明人都在利用00后，背后怂恿以达到目的，前辈们加油我还有两年才毕业呢[脱单doge],1,0,0.95,Batch_Inference_DPLD
44310,很多人都能理解up的视频，但换成男女平权就又不认了，只能说既得利益者从来都会对一些东西视而不见的,1,0,0.95,Batch_Inference_DPLD
46774,回复 @saki酱你别走 :[doge_金箍][doge_金箍]私信 我给你介绍我好友。我已经脱单了,0,0,0.95,Batch_Inference_DPLD
18166,哥们2.2入坑，4.3退坑，5.2回坑，最大的几波节奏完全错过[doge]，问题是每年海岛都正好有事就都没玩到,0,0,0.9,Batch_Inference_DPLD
8571,罗老师，福建立法性别歧视可以告的吗，如果可以会赔我钱吗[滑稽],1,0,0.95,Batch_Inference_DPLD
47301,跑吧，控制欲太强，反正我对象要是这样我是铁分的。这还是在恋爱的时候，要是结婚了可想而知你以后的生活。[微笑],1,0,0.95,Batch_Inference_DPLD
35730,有些人是怎么夸下去可爱的。。,1,0,0.95,Batch_Inference_DPLD
20899,回复 @瑞拉菲尔之语 :没啥恐怖的，当我发现连鬼灭里的狯岳都有人粉的时候我就知道这个世界上总是要有坏胚的[翻白眼],1,0,0.95,Batch_Inference_DPLD
43419,回复 @中二的傲娇助手 :不想做科研了。。,0,0,0.95,Batch_Inference_DPLD
11709,除了中间两个圈子，其他都混过，只不过现在都退了，真的就和up说的一样，曾经我能被骂到哭，现在我都是看别人骂[呲牙],0,0,0.95,Batch_Inference_DPLD
25785,半夜正在打乱字幕的up：,0,0,0.95,Batch_Inference_DPLD
16773,璃月的山我个人感觉是最漂亮的山，当初开荒时候爬山登顶，一览众山小的感觉真的太爽了[doge],0,0,0.95,Batch_Inference_DPLD
35619,回复 @木炭冬 :没事我还骂着呢[脱单doge],1,0,0.95,Batch_Inference_DPLD
43456,"现实是很多坑人来面试实际上不招人。
有学历要求有经验
有经验要求有学历
都有还要求工资少干的多
突出一个用不死死里用，生死轮回两班倒[怪我咯]",1,0,0.95,Batch_Inference_DPLD
38380,牢马润毛子哪是有可能的[滑稽],1,0,0.95,Batch_Inference_DPLD
33824,我是在吃肥肉的视频下面看到的这个视频……,0,0,0.95,Batch_Inference_DPLD
12564,是的。一个跟见证毫无关联的视频底下都能扯到见证，是真无语[微笑],1,0,0.95,Batch_Inference_DPLD
44646,回复 @泡面过剩 :都一路货色，以前的偶像女主也不过是有一些不痛不痒的小技能，并以此来吸引男主。没哪个偶像女主被描述成高瞻远瞩、雄才大略、精明强干、足智多谋、运筹帷幄的，这类属性基本都被偶像男主包圆了。以前偶像剧还特别喜欢平民女嫁入豪门的桥段[翻白眼]还养出一帮满脑子幻想嫁豪门的,1,0,0.95,Batch_Inference_DPLD
48180,"还没看出来吗？？？她现在看不起kpop圈了，哦~是觉得配不上她了，说白了她现在想做的是“南韩lady gaga”,今年网飞，明年奥斯卡，她觉得她可以。",1,0,0.95,Batch_Inference_DPLD
48597,问就是rap，问就是台风[脱单doge]我姐会rap有台风！,0,0,0.95,Batch_Inference_DPLD
36740,粉丝也不想吃，我是颜粉[微笑],1,0,0.95,Batch_Inference_DPLD
16356,[滑稽]玩了5年，现在只怨黑名单上限太低，有些人他喷原神，是真的因为体验差，例如不看剧情但不能跳过，这些没法说，直接拉黑就行，主观因素说不通的，你玩着舒服就行了。,0,0,0.95,Batch_Inference_DPLD
3971,回复 @你讲的什么东西 :【田小娟抄袭？粉丝自制扒谱澄清！-哔哩哔哩】 https://b23.tv/j0dLMvV uu关于Sun这首歌有没有抄袭 我觉得你可以瞟一眼这个视频 当然如果你不想看也可以当我没说,0,0,0.95,Batch_Inference_DPLD
48064,"這本來就是表現情慾的舞
我其實不太懂一堆人說擦邊擦邊什麼的（？
情慾也是常見表演元素之一
問題是誰把舞編的這麼爛？？？沒有觀賞性",0,0,0.95,Batch_Inference_DPLD
24694,哇……,0,0,0.95,Batch_Inference_DPLD
21546,回复 @妖狐叔叔 :[脱单doge],0,0,0.95,Batch_Inference_DPLD
28022,95后是当场怼人，00后是当场就走。哪个00后是慈善家啊，还给他干一天[doge],1,0,0.9,Batch_Inference_DPLD
2474,我上班是为了以后能不上班[滑稽]因为意外和明天哪个先来不知道的[滑稽],1,0,0.95,Batch_Inference_DPLD
2537,回复 @丘丘朱古力 :这就是为什么我不愿意当医生，虽然我是医学院的[doge],1,0,0.95,Batch_Inference_DPLD
44885,屏蔽、挨个屏蔽，直到所有词都被污染一遍[doge],1,0,0.95,Batch_Inference_DPLD
22431,回复 @燃尽漫漫长夜 :所以我说skk数值高有问题吗[微笑],1,0,0.95,Batch_Inference_DPLD
18941,米家快十年的老玩家，原神也是从开服玩到现在[doge]亲眼见证游戏社区从专注游戏到越来越浑，对游戏团队社区管理能力的要求确实越来越高了,0,0,0.95,Batch_Inference_DPLD
22065,这是我最无语的一次，也是最不理解的一次，导致我至今给原神的评分还是一颗星，这操作真是被驴踢了,1,0,0.95,Batch_Inference_DPLD
41944,[doge]心里放平衡一点，我17年二本出来的，毕业是有工作，薪水待遇都挺好。前几年都失业了，反倒是上专科的朋友自己创业了赚了不少，拉了我一把。[doge_金箍]这玩意儿，人只要活着就有机会发财。,0,0,0.95,Batch_Inference_DPLD
5050,回复 @小学三年级的长山小春 :韩娱厕所一抓一大把，把rh当时尚单品。。,1,0,0.95,Batch_Inference_DPLD
39483,你男朋友还缺男朋友吗？[滑稽],1,0,0.95,Batch_Inference_DPLD
33425,过于逆天导致我的眼睛和心灵都收到了创伤[龙女·月星沉_无语],1,0,0.95,Batch_Inference_DPLD
6063,点名new jeans，真后悔买了她们出道专[无语],1,0,0.95,Batch_Inference_DPLD
47883,Jennie这个闯美之路真就感觉是跪舔之路……这个剧本身就是个烂剧，作为基本上算是K-pop顶流女团成员之一的知名度来说，Jennie 这波出演真的掉价……我只能理解成是真的想跪舔进好莱坞啊[tv_晕][tv_晕][tv_晕],1,0,0.95,Batch_Inference_DPLD
2000,如果阁下面对“你不干有的是人干”如何应对[doge],1,0,0.95,Batch_Inference_DPLD
13296,第一次让我难受的就是米哈游他跪了，琴团长 莫娜等人的外观被迫改变了。K，好在我会折腾能打MOD解决了。第二次伤心就是枫丹开始老角色不能适用了，出场率变低。如果我不是中登的话我可能还会继续玩，生活工作已经不允许我在游戏里打工了[doge_金箍],0,0,0.95,Batch_Inference_DPLD
14099,自从22年后我就没玩这游戏了，有点忘了之前怎么退坑的具体原因了，但是总结来说，我觉得无聊，也不忘了为啥，反正就是无聊，没前期那么有意思，我记得有些小任务的剧情感觉很幼稚啊，而且很长，我一点也不想看也一点弄，关键是想要剧情跟着走还必须弄，好像是什么地图解锁来着必须弄是吧，不搞开不了新地图，然后就是后来没心气了，感觉地图巨大，古法跑图一个个解锁那些传送的桩子也挺费时费力，然后最主要的一点，那时候一张图感觉时间一久就没啥可玩了，没开荒那股劲儿了。不过原神对我最大的冲击就是我虽然退坑了，但我就再也没玩过同类型的游戏了，不是原神做得多好，是我一看到同类型的东西我就想到原神，一想起原神我莫名想到跑图的日子,0,0,0.95,Batch_Inference_DPLD
16557,坐牢深渊，低命不配玩，一个强c还要捆绑多个固定up才玩的舒服。还有大世界探索，以前蒙德雪山稻妻大部分宝箱都不用看攻略，现在看攻略做任务路过又要上b站查宝箱攻略，都2026年了任务还不能跳过剧情的,0,0,0.95,Batch_Inference_DPLD
2198,现实世界都是鸡零狗碎，屏幕对面结交知心网友。[滑稽],1,0,0.95,Batch_Inference_DPLD
31095,比真金还[doge]真,1,0,0.95,Batch_Inference_DPLD
46359,回复 @蒸胡萝卜的 : [doge_金箍]双标啊   我有个朋友就是这样 他老婆成天跟我吐槽他老公   双标,1,0,0.95,Batch_Inference_DPLD
19593,网易直接关服[doge],1,0,0.95,Batch_Inference_DPLD
42126,回复 @封痕迹 : 那些up他们吃到时代红利早退休了[doge],1,0,0.95,Batch_Inference_DPLD
47989,有人说泰勒斯靠撕逼起家，这么说吧，你家姐姐要是能靠撕逼到21世纪销量第一歌手算你厉害，人家撕逼后来也真相大白了，欧美16到18年网暴她的不应该是侃爷的错吗？还精准粉丝，你家粉丝给你刷格莱美三张年度专辑？？某些人别太贱,1,0,0.95,Batch_Inference_DPLD
36456,如果是取单张做效果其实完全没什么问题，问题出现在连续拍摄，不适合拍视频更适合照片[脱单doge],0,0,0.95,Batch_Inference_DPLD
7641,艾伦脑力3，例子都不会引，搞事桑你也脑力3吧[妙啊],1,0,0.95,Batch_Inference_DPLD
15918,"璃月版本复刻公子的时候入坑，一直玩，一直氪，玩到沙漠的时候玩不下去了，退坑后也没太关注，确实像up说的一样，璃月那几个版本确实做得好，剧情演出质量高，还有音乐会，带来了很美好的回忆，挡雷神那一刀的主播反应视频也刷了很多次，确实不错。后面退坑部分原因也是视频里说的，后面的地图很大，又没有什么意思，像打工一样；还有整体的框架比较老，建模和画面都偏幼龄一些，我用pc玩的，还锁60帧，当时就是长时间没有给我带来惊喜了，三次元稍微一忙，隔了几天没有刷体力，就直接退坑了。
最后祝愿玩家们玩游戏都能收获快乐吧",0,0,0.95,Batch_Inference_DPLD
34850,单论比萨广告而言，其实有些看起来拉丝好远的芝士是道具[脱单doge],1,0,0.95,Batch_Inference_DPLD
31293,《好可爱》[doge],1,0,0.95,Batch_Inference_DPLD
47999,我认识的杰妮的粉丝真的很喜欢她演的那个美剧，甚至还节选的擦边片段说好喜欢。。。。。,0,0,0.95,Batch_Inference_DPLD
18368,回复 @溪边雀 : 跳过吧，至少前四年，我也认为跳过会影响不看剧情的神人很多，但是过了那么多年，发现没了跳过有时候真的不方便三次元有急事的玩家做限时活动，以及不看剧情的神人依旧大把，总而言之该没脑子的还是没脑子，这些带节奏的不会因为没有跳过而变少。很多入坑的老玩家疫情的时候时间多，现在早就解封忙着现实中的生活，但是原神的活动奖励不像崩铁那些，是真的限时不再能重新获得的，加个跳过真的利好一部分老玩家。[tv_皱眉],0,0,0.95,Batch_Inference_DPLD
11027,回复 @整天没事干的博士 :那就一开始连讨论都讨论不起来[doge_金箍]，就是因为成本高收益才高啊，去讲座不比天天逛互联网好，你都能无聊到网上建政还没时间去听正经讲座啊，或者更简单在网上去学术网站看看学术类东西啊，天天逛视频贴吧网站不就是纯娱乐吗，说明根本就没认真对待这个事[doge_金箍],0,0,0.95,Batch_Inference_DPLD
10244,罗老师说的真明白了[doge],0,0,0.95,Batch_Inference_DPLD
14731,你真看剧情吗[doge_金箍]我最近回游从枫丹过剧情一直到挪德卡莱，进步很明显，特别是挪德卡莱。而我朋友刚做到稻妻，和她一起看稻妻剧情，与现在对比起来以前的才是真的幼稚得不行。,0,0,0.95,Batch_Inference_DPLD
37568,回复 @魔法蛋蛋 :不不，她那个表情是：你来尝尝我和披萨哪个好吃呀~[撇嘴],1,0,0.95,Batch_Inference_DPLD
2834,有些销售工作，上班时间长，还不交社保，建议可以网上了解下你想找的下个职业情况再考虑[微笑][微笑],1,0,0.95,Batch_Inference_DPLD
15149,回复 @心湦 : 那我运气很好了，百分之50的概率up回回歪,0,0,0.95,Batch_Inference_DPLD
37498,他们真的要看截图吗[脱单doge]？我害怕他们把我举报,1,0,0.95,Batch_Inference_DPLD
30607,@你一定要幸福啊Suguru我的妈呀。。。油死了,0,0,0.95,Batch_Inference_DPLD
37548,回复 @今天好好补番了吗 :饿，我看了出片。。拍的是视频啊,0,0,0.95,Batch_Inference_DPLD
34888,人家在推上觉得自己很嘲讽[脱单doge]，如果我不知道她偷文化的话会夸夸小姑娘卡瓦[傲娇],1,0,0.95,Batch_Inference_DPLD
18226,回复 @怠雨 :说事实又扣帽子，没招[翻白眼],1,0,0.95,Batch_Inference_DPLD
33547,你也可以当没看到这视频啊，干嘛进来逼逼，一样的道理[doge],1,0,0.95,Batch_Inference_DPLD
15004,没必要高强度了，一个大版本也就几天高强度探索地图，剩下的养老，地图基本上都是100了，都搞不出几个摩拉，懒的时候上线合体力完成每日就下线。[doge],0,0,0.95,Batch_Inference_DPLD
